variable name,title,query_engine,variable name_query_result,query_text_result,node_id_result,variable name_result,title_result,element type_result,definition_result,short description_result,datatype_result,input restriction_result,minimum value_result,maximum value_result,data element concept identifiers_result,data element concept names_result,permissible values_result,permissible value descriptions_result,permissible value concept identifiers_result,permissible value concept names_result,unit of measure_result,preferred question text_result,creation date_result,last change date_result,score_result
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,93f6a6d3-f21d-492b-be4e-b2b127c323ec,ThyrdDiseasInd,Thyroid disease indicator,Common Data Element,Indicator for thyroid disease,Indicator for thyroid disease,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Thyroid disease,4/1/2014,6/28/2016,0.7090234
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,c4f38958-71ab-4cbb-b958-18e146a12224,MedHxEndocrineThyroid,Endocrine Thyroid Disorder,Unique Data Element,History of Thyroid Disorder,History of Thyroid Disorder,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Thyroid Disorder,2/4/2021,8/2/2021,0.55365443
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,5898bbcf-d7ea-4870-a3e5-7899d7b32ad0,MedHxOncologicThyroid,Oncologic Thyroid,Unique Data Element,History of Thyroid,History of Thyroid,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Thyroid ,2/4/2021,8/2/2021,0.54551387
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,a42bd331-f931-4e47-b362-86d9f81064f0,MedclHistTakenDateTime,Medical history taken date and time,Common Data Element,"Date (and time, if applicable and known) the participant/subject's medical history was taken","Date (and time, if applicable and known) the participant/subject's medical history was taken",Date or Date & Time,Free-Form Entry,,,C0262926|C1264639,Medical History|Date Time,,,,,,Date the medical history taken,,7/12/2023,0.40630552
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,43cc5aa9-122a-447b-bd48-5b31bcba285e,MedHistEndocrine,Medical history endocrine category,Unique Data Element,Medical history endocrine category,Medical history endocrine category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"IDDM (Type I)|NIDDM (Type II)|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Thyroid disorder","022-IDDM (Type I)|023-NIDDM (Type II)|No medical history as reported by participant/subject|Not medically diagnosed|029-Other, specify|021-Thyroid disorder",,,,Medical history endocrine category,8/5/2014,5/18/2020,0.26497754
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,ac6306b0-6fd1-4ccf-80be-d794dd1717fc,MedHistEndocrineOTH,Medical history endocrine category other text,Unique Data Element,Medical history endocrine category other text,Medical history endocrine category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.2315861
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,a9b8d4af-b1db-4341-b468-0a44aa85a240,MedHistEyeEarNoseThroatOTH,"Medical history eye, ear, nose, and throat category other text",Unique Data Element,"Medical history eye, ear, nose, and throat category other text","Medical history eye, ear, nose, and throat category other text",Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.1422793
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,bfad3470-fff8-4143-9beb-c1f92053329a,MedHistPsychiatric,Medical history psychiatric category,Unique Data Element,Medical history psychiatric category,Medical history psychiatric category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Anxiety|Depression|No medical history as reported by participant/subject|Not medically diagnosed|Other psychiatric disorder|Other, specify|Schizophrenia|Sleep Disorder","111-Anxiety|112-Depression|No medical history as reported by participant/subject|Not medically diagnosed|115-Other psychiatric disorder|119-Other, specify|114-Schizophrenia|113-Sleep Disorder",,,,Medical history psychiatric category,8/5/2014,5/18/2020,0.11985117
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,1ee986a0-eea9-45cd-8b0c-1af36124f1f2,HxNeuroPsychDisorInd,History of neurological or psychiatric disorders indicator,Unique Data Element,Indicates whether participant has or has had any neurological or psychiatric disorder.,Indicates whether participant has or has had any neurological or psychiatric disorder.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,,6/23/2015,8/20/2015,0.09639291
PstMedHxThydDsse,Past medical history - Thyroid disease,title,PstMedHxThydDsse,Past medical history - Thyroid disease,2dc9b808-6522-46de-b103-18845e4b9915,DiseaseHx,Disease history,Unique Data Element,Do you have or have you ever been told you have a history of any of the following?,Do you have or have you ever been told you have a history of any of the following?,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,,,,,,1/16/2015,0.08394203
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,469fd6fa-7127-4c1e-a67d-27799c37902f,MedHistPulmonary,Medical history pulmonary category,Unique Data Element,Medical history pulmonary category,Medical history pulmonary category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Asthma|COPD|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Pneumonia|Tuberculosis","102-Asthma|101-COPD|No medical history as reported by participant/subject|Not medically diagnosed|109-Other, specify|103-Pneumonia|104-Tuberculosis",,,,Medical history pulmonary category,8/5/2014,5/18/2020,0.7273969
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,03d011f7-80bc-48ce-af04-1c3cf824b243,MedHistPulmonaryOTH,Medical history pulmonary category other text,Unique Data Element,Medical history pulmonary category other text,Medical history pulmonary category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.673054
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,a42bd331-f931-4e47-b362-86d9f81064f0,MedclHistTakenDateTime,Medical history taken date and time,Common Data Element,"Date (and time, if applicable and known) the participant/subject's medical history was taken","Date (and time, if applicable and known) the participant/subject's medical history was taken",Date or Date & Time,Free-Form Entry,,,C0262926|C1264639,Medical History|Date Time,,,,,,Date the medical history taken,,7/12/2023,0.52152103
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,24a4f9b3-6b82-4b73-b8d3-1d2b33c40377,OtherPulmTyp,Other pulmonary history type,Unique Data Element,Subject's other pulmonary history type,Subject's other pulmonary history type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Active|Inactive|No|Unknown,Active|Inactive|No|Unknown,,,,Subject's other pulmonary history type,5/19/2015,8/13/2015,0.38676426
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,f653644b-2f1d-4690-907f-e0925a7b3050,MedHxPriorNeuroIllness,Medical History Brain or neurological illnesses before injury,Unique Data Element,History of Brain or neurological illnesses before injury,History of Brain or neurological illnesses before injury,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Brain or neurological illnesses before injury,2/4/2021,8/2/2021,0.37962368
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,bcba7b22-85a6-409f-83ff-d215b0a4be7c,PulmonaryHistDiagnosTxt,Pulmonary history diagnosis text,Unique Data Element,Text description of participant/subject's pulmonary medical history.,Text description of participant/subject's pulmonary medical history.,Alphanumeric,Free-Form Entry,,,,,,,,,,If yes specify/describe,6/22/2015,7/2/2015,0.33226192
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,03a47503-eefb-4655-a34a-060fc09c8e43,PulmonaryHistCollInd,Pulmonary history collected indicator,Unique Data Element,Subject's pulmonary history collected indicator,Subject's pulmonary history collected indicator,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,Subject's pulmonary history collected indicator,5/19/2015,8/13/2015,0.32607028
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,2dc9b808-6522-46de-b103-18845e4b9915,DiseaseHx,Disease history,Unique Data Element,Do you have or have you ever been told you have a history of any of the following?,Do you have or have you ever been told you have a history of any of the following?,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,,,,,,1/16/2015,0.27920288
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,8e14e0f3-9b44-493f-a342-c8d08afd62ac,PulmonaryHistDiagnosInd,Pulmonary history diagnosis indicator,Unique Data Element,Indicator of whether the participant/subject has a pulmonary medical history.,Indicator of whether the participant/subject has a pulmonary medical history.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,7.  Pulmonary,6/22/2015,7/2/2015,0.27505004
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,title,PstMedHxRsprtryDsse,Past medical history - Respiratory disease,c9b76009-7390-453b-9cce-75bd98deda3e,PneumoniaHistInd,Pneumonia history indicator,Common Data Element,Indicator of whether the participant/subject has ever had pneumonia diagnosed by a physician,Indicator of whether the participant/subject has ever had pneumonia diagnosed by a physician,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Have you ever had pneumonia that was diagnosed by a physician?,4/1/2014,2/5/2020,0.12908226
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,0cc66e96-f705-49c5-a6d4-a9b0a6e5af35,MedclHistCondEndDateTime,Medical history condition end date and time,Common Data Element,"Date (and time, if applicable and known) for the end of an event in the participant's/subject's medical history","Date (and time, if applicable and known) for the end of an event in the participant's/subject's medical history",Date or Date & Time,Free-Form Entry,,,C4745084|C0262926,Medical Condition|Medical History,,,,,,Medical history TBI condition end date and time,4/1/2014,7/12/2023,0.59218925
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,a42bd331-f931-4e47-b362-86d9f81064f0,MedclHistTakenDateTime,Medical history taken date and time,Common Data Element,"Date (and time, if applicable and known) the participant/subject's medical history was taken","Date (and time, if applicable and known) the participant/subject's medical history was taken",Date or Date & Time,Free-Form Entry,,,C0262926|C1264639,Medical History|Date Time,,,,,,Date the medical history taken,,7/12/2023,0.4953161
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,d66cc15d-cb7f-4b35-8c17-214d9adcab13,HHYearOfSurgeryDate,Headache History - Year of surgery date,Unique Data Element,Date year of surgery (YYYY),Date year of surgery (YYYY),Date or Date & Time,Free-Form Entry,,,,,,,,,,Year of surgery (YYYY),7/5/2017,7/26/2017,0.49339893
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,1b9f543e-b5ea-44d9-be3d-6245e13356d9,MedclHistCondStrtDateTime,Medical history condition start date and time,Common Data Element,"Date (and time, if applicable and known) for the start of an event in the participant's/subject's medical history","Date (and time, if applicable and known) for the start of an event in the participant's/subject's medical history",Date or Date & Time,Free-Form Entry,,,C0262926|C4745084,Medical History|Medical Condition,,,,,,Medical history TBI condition start date and time,,7/12/2023,0.47807506
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,17f71597-ca3d-431f-8b37-ecb5cdfe812d,MedclHistCondOngoingInd,Medical history condition ongoing indicator,Common Data Element,Indicator of whether a medical condition/disease experienced by the participant/subject is ongoing,Indicator of whether a medical condition/disease experienced by the participant/subject is ongoing,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Are any of these medical history conditions ongoing?,4/1/2014,3/4/2020,0.42386103
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,bfad3470-fff8-4143-9beb-c1f92053329a,MedHistPsychiatric,Medical history psychiatric category,Unique Data Element,Medical history psychiatric category,Medical history psychiatric category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Anxiety|Depression|No medical history as reported by participant/subject|Not medically diagnosed|Other psychiatric disorder|Other, specify|Schizophrenia|Sleep Disorder","111-Anxiety|112-Depression|No medical history as reported by participant/subject|Not medically diagnosed|115-Other psychiatric disorder|119-Other, specify|114-Schizophrenia|113-Sleep Disorder",,,,Medical history psychiatric category,8/5/2014,5/18/2020,0.4146235
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,3262e142-8146-49f4-8edd-4d4ff6187eab,MedHistCondOTH,Medical history condition other text,Common Data Element,The free-text field related to 'Medical history condition type' specifying other text. Pre-specified medical condition/disease asked about when collecting the medical history from the participant/subject or found documented in the medical record.,The free-text field related to 'Medical history condition type' specifying other text. Pre-specified medical condition/disease asked about when collecting the medical history from the participant/subject or found documented in the medical record.,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/4/2014,6/28/2016,0.39204523
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,1452aef9-18fe-4634-b5c3-3d856369eca6,MedclHistBodySysInd,Medical history for body system indicator,Common Data Element,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Alphanumeric,Single Pre-Defined Value Selected,,,C1268086|C0262926,Body structure|Medical History,No|Unknown|Yes,No|Unknown|Yes,,,,Specify if the family member of the participant/subject has or had a history of any medical problems?,4/1/2014,7/6/2023,0.36674526
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,6b76a360-e4b6-4c80-84d8-2d83300dcac5,MedHistSocialHistory,Medical history social history category,Unique Data Element,Medical history social history category,Medical history social history category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Alcohol use|Drug use|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Tobacco use","132-Alchohol use|133-Drug use|No medical history as reported by participant/subject|Not medically diagnosed|139-Other, specify|131-Tobacco use",,,,Medical history social history category,8/5/2014,5/18/2020,0.34257388
PstMedHxPstSrgry,Past medical history - Past Surgery,title,PstMedHxPstSrgry,Past medical history - Past Surgery,2dc9b808-6522-46de-b103-18845e4b9915,DiseaseHx,Disease history,Unique Data Element,Do you have or have you ever been told you have a history of any of the following?,Do you have or have you ever been told you have a history of any of the following?,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,,,,,,1/16/2015,0.16123144
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,3262e142-8146-49f4-8edd-4d4ff6187eab,MedHistCondOTH,Medical history condition other text,Common Data Element,The free-text field related to 'Medical history condition type' specifying other text. Pre-specified medical condition/disease asked about when collecting the medical history from the participant/subject or found documented in the medical record.,The free-text field related to 'Medical history condition type' specifying other text. Pre-specified medical condition/disease asked about when collecting the medical history from the participant/subject or found documented in the medical record.,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/4/2014,6/28/2016,0.4080447
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,cf2e006b-7d54-4043-a3c8-75dc1f263af2,MedclHistCondTxt,Medical history condition text,Common Data Element,Verbatim text for the medical condition/disease reported by the participant/subject or documented in the medical record as part of medical history,Verbatim text for the medical condition/disease reported by the participant/subject or documented in the medical record as part of medical history,Alphanumeric,Free-Form Entry,,,C4745084|C0262926,Medical Condition|Medical History,,,,,,Medical history condition text,,7/12/2023,0.40464315
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,44554dec-2636-44f2-980a-4cf5e9105aa1,MedclHistCondDiagnsInd,Medical history condition diagnosis indicator,Common Data Element,Indicator of whether the participant/subject has been diagnosed with the medical condition/disease,Indicator of whether the participant/subject has been diagnosed with the medical condition/disease,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Participant/subject diagnosed?,4/1/2014,3/1/2016,0.35914713
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,fbcc4d3d-a7c3-48be-aba7-0862df47c884,MedHistPsychiatricOTH,Medical history psychiatric category other text,Unique Data Element,Medical history psychiatric category other text,Medical history psychiatric category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.3509506
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,76269114-1b39-4442-b9cc-ea1bf802274b,FamHistMedclCondOTH,Family history medical condition other text,Common Data Element,The free-text field related to 'Family history medical condition type' specifying other text. Type of medical condition or health related event for which the family history is taken,The free-text field related to 'Family history medical condition type' specifying other text. Type of medical condition or health related event for which the family history is taken,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",6/5/2014,12/8/2016,0.34624347
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,859bec7c-3aff-4f60-b5e3-8b55f50179f2,MedHistSocialHistoryOTH,Medical history social history category other text,Unique Data Element,Medical history social history category other text,Medical history social history category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.32905978
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,b740affb-8eaf-40d4-8ea0-0331c0ec2607,OthrMedHistDiagnosInd,Other medical history diagnosis indicator,Unique Data Element,Indicator of whether the participant/subject has other medical history.,Indicator of whether the participant/subject has other medical history.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,17.  Other 1,6/22/2015,7/2/2015,0.3024458
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,12b5fb66-8f5f-4dbb-b596-5866d92f25cd,MissedMedsRsn,Missed medicine reason,Unique Data Element,The reason(s) for missing doses of medicine,The reason(s) for missing doses of medicine,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Another reason|Participant forgot to take the dose|Participant lost study medication|Participant ran out of pills|Participant was too sick to take the dose|Unknown,Another reason|Participant forgot to take the dose|Participant lost study medication|Participant ran out of pills|Participant was too sick to take the dose|Unknown,,,,,4/6/2015,4/9/2015,0.19604875
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,0d53cab1-ab7b-4e72-aee2-bbeadbb776de,HHSeeDrOthThanFmlyDrHdacheInd,Headache History - See a doctor other than the family doctor for headaches indicator,Unique Data Element,Indicator whether participant has seen a doctor other than the family doctor for headaches,Indicator whether participant has seen a doctor other than the family doctor for headaches,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,Have you seen doctors other than your family doctor about your headaches? ,7/5/2017,7/26/2017,0.17997733
PstMedHxNne,Past medical history - None,title,PstMedHxNne,Past medical history - None,48022d5b-8a0c-4bee-a720-a4e69ee582c4,HHSeeDrOthThnFmlDrHdcheAppDate,Headache History - See a doctor other than the family doctor for headaches approximate date,Unique Data Element,Approximate Date participant has seen a doctor other than the family doctor for headaches,Approximate Date participant has seen a doctor other than the family doctor for headaches,Date or Date & Time,Free-Form Entry,,,,,,,,,,Approximate Date,7/5/2017,7/26/2017,0.16381803
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,7df907f2-964d-431a-b54d-cfd507a8a129,MedHistNeurologic,Medical history neurologic category,Unique Data Element,Medical history neurologic category,Medical history neurologic category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Cerebral vascular anomaly|Cerebrovascular accident|Epilepsy: focal|Epilepsy: other|Epilepsy: partial|Headache (non migraine)|Migraine headaches|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Previous TBI|Seizures|Seizures-Alcohol|Seizures-Febrile|Seizures-Idiopathic|Seizures - Posttraumatic|Spinal cord injury|Transient ischemic attacks|Tumor|Vertebral injury","Cerebral vascular anomaly|081-Cerebrovascular accident|085-Epilepsy: focal|086-Epilepsy: other|084-Epilepsy: partial|087-Headache (non migraine)|088-Migraine headaches|No medical history as reported by participant/subject|Not medically diagnosed|Other  , specify|089-Previous TBI|083-Seizures|083-Seizures-Alcohol|083-Seizures-Febrile|083-Seizures-Idiopathic|083-Seizures - Posttraumatic|Spinal cord injury|082-Transient ischemic attacks|Tumor|Vertebral injury",,,,Medical history neurologic category,8/5/2014,5/18/2020,0.85353875
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,1ee986a0-eea9-45cd-8b0c-1af36124f1f2,HxNeuroPsychDisorInd,History of neurological or psychiatric disorders indicator,Unique Data Element,Indicates whether participant has or has had any neurological or psychiatric disorder.,Indicates whether participant has or has had any neurological or psychiatric disorder.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,,6/23/2015,8/20/2015,0.6630718
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,79034423-f8bd-411d-b4d5-c8c95be4fa55,HxProgessiveNeurologicalDisInd,History progressive neurological disorders indicator,Unique Data Element,Indicator for history of progressive neurological disorders,Indicator for history of progressive neurological disorders,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,Does the participant have a history of progressive neurological disorders?,6/3/2016,7/1/2016,0.65110767
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,bf82bd7c-2f40-4a72-98a5-c6d08aa9d377,HxMajorNeurologicPsychDisInd,History major neurologic or psychiatric disorder,Unique Data Element,Indicator for history of major neurologic or psychiatric disorder,Indicator for history of major neurologic or psychiatric disorder,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,"A history of major neurologic or psychiatric disorder such as stroke, spinal cord injury, bipolar disorder, or schizophrenia; (Major will be defined as resulting in a significant decrement in functional status or loss of independent living capacity.)",6/3/2016,6/30/2016,0.64383185
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,f653644b-2f1d-4690-907f-e0925a7b3050,MedHxPriorNeuroIllness,Medical History Brain or neurological illnesses before injury,Unique Data Element,History of Brain or neurological illnesses before injury,History of Brain or neurological illnesses before injury,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Brain or neurological illnesses before injury,2/4/2021,8/2/2021,0.58851093
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,787a3351-b4a3-4f12-b37e-fceabf20285c,HxNeuroPsychDisorTxt,History of neurological or psychiatric disorders specification text,Unique Data Element,Text specification of participant's neurological or psychiatric disorder(s).,Text specification of participant's neurological or psychiatric disorder(s).,Alphanumeric,Free-Form Entry,,,,,,,,,,,6/23/2015,8/20/2015,0.5582969
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,5f71fe3e-d4e8-4349-b2e1-4f05078b19af,NeuroHistDiagnosInd,Neurologic history diagnosis indicator,Unique Data Element,Indicator of whether the participant/subject has neurological medical history.,Indicator of whether the participant/subject has neurological medical history.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,10.  Neurologic,6/22/2015,7/2/2015,0.41940516
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,fc398979-77d4-4a37-9c5d-33cbd135b1e2,NeurologicalHistCollInd,Neurological history collected indicator,Unique Data Element,Subject's neurological history collected indicator,Subject's neurological history collected indicator,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,Subject's neurological history collected indicator,5/19/2015,8/13/2015,0.29845187
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,c5c8b980-3d60-477b-ae94-2ea5f330e1cd,NeurologicalConditionInd,Neurological condition indicator,Unique Data Element,Whether subject has ever been told they have a neurological condition,Whether subject has ever been told they have a neurological condition,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes - I am currently being treated|Yes - I have been treated in the past|Yes - I was never treated,No|Yes - I am currently being treated|Yes - I have been treated in the past|Yes - I was never treated,,,,,7/3/2014,7/3/2014,0.22696027
PstMedHxNerodsse,Past medical history - Neurological disease,title,PstMedHxNerodsse,Past medical history - Neurological disease,2dc9b808-6522-46de-b103-18845e4b9915,DiseaseHx,Disease history,Unique Data Element,Do you have or have you ever been told you have a history of any of the following?,Do you have or have you ever been told you have a history of any of the following?,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,,,,,,1/16/2015,0.17290562
PstMedHxMlgncy,Past medical history - Malignancy,title,PstMedHxMlgncy,Past medical history - Malignancy,a42bd331-f931-4e47-b362-86d9f81064f0,MedclHistTakenDateTime,Medical history taken date and time,Common Data Element,"Date (and time, if applicable and known) the participant/subject's medical history was taken","Date (and time, if applicable and known) the participant/subject's medical history was taken",Date or Date & Time,Free-Form Entry,,,C0262926|C1264639,Medical History|Date Time,,,,,,Date the medical history taken,,7/12/2023,0.47771877
PstMedHxMlgncy,Past medical history - Malignancy,title,PstMedHxMlgncy,Past medical history - Malignancy,44554dec-2636-44f2-980a-4cf5e9105aa1,MedclHistCondDiagnsInd,Medical history condition diagnosis indicator,Common Data Element,Indicator of whether the participant/subject has been diagnosed with the medical condition/disease,Indicator of whether the participant/subject has been diagnosed with the medical condition/disease,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Participant/subject diagnosed?,4/1/2014,3/1/2016,0.4496485
PstMedHxMlgncy,Past medical history - Malignancy,title,PstMedHxMlgncy,Past medical history - Malignancy,1452aef9-18fe-4634-b5c3-3d856369eca6,MedclHistBodySysInd,Medical history for body system indicator,Common Data Element,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Alphanumeric,Single Pre-Defined Value Selected,,,C1268086|C0262926,Body structure|Medical History,No|Unknown|Yes,No|Unknown|Yes,,,,Specify if the family member of the participant/subject has or had a history of any medical problems?,4/1/2014,7/6/2023,0.39403903
