variable name,title,definition,permissible values,permissible value descriptions,preferred question text,query_engine,variable name_query_result,query_text_result,node_id_result,variable name_result,title_result,element type_result,definition_result,short description_result,datatype_result,input restriction_result,minimum value_result,maximum value_result,data element concept identifiers_result,data element concept names_result,permissible values_result,permissible value descriptions_result,permissible value concept identifiers_result,permissible value concept names_result,unit of measure_result,preferred question text_result,creation date_result,last change date_result,score_result
PstMdHxLvrDsse,Past medical history - liver disease,Past medical history of the subject includes liver disease,{1},{hepatitis},,definition,PstMdHxLvrDsse,Past medical history of the subject includes liver disease,d8549c8c-52a9-41bb-9db4-573cb5772301,LiverDiseaseInd,Liver disease indicator,Unique Data Element,Indicator as to whether the participant/subject has or had liver disease,Indicator as to whether the participant/subject has or had liver disease,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,,8/24/2015,9/27/2017,0.5093717
PstMdHxLvrDsse,Past medical history - liver disease,Past medical history of the subject includes liver disease,{1},{hepatitis},,definition,PstMdHxLvrDsse,Past medical history of the subject includes liver disease,9e053635-1e04-4a19-b46d-9f77176cd114,GIHistDiagnosTxt,Gastrointestinal history diagnosis text,Unique Data Element,Text description of participant/subject's gastrointestinal medical history.,Text description of participant/subject's gastrointestinal medical history.,Alphanumeric,Free-Form Entry,,,,,,,,,,If yes specify/describe,6/22/2015,7/2/2015,0.32090974
PstMdHxLvrDsse,Past medical history - liver disease,Past medical history of the subject includes liver disease,{1},{hepatitis},,definition,PstMdHxLvrDsse,Past medical history of the subject includes liver disease,b4a4d5ed-2db2-4c97-87db-1ec1800c977c,MedHxHepaticCirrhosis,Hepatic Cirrhosis,Unique Data Element,History of Cirrhosis,History of Cirrhosis,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Cirrhosis,2/4/2021,8/2/2021,0.22275591
PstMdHxLvrDsse,Past medical history - liver disease,Past medical history of the subject includes liver disease,{1},{hepatitis},,definition,PstMdHxLvrDsse,Past medical history of the subject includes liver disease,ea17364d-da57-4d31-9871-7790113bd609,MedHxHepaticHepatitis,Hepatic Hepatitis,Unique Data Element,History of Hepatitis,History of Hepatitis,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Hepatitis,2/4/2021,8/2/2021,0.11998295
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,9e3bf5f0-4a53-4646-a8a0-4c424646f62e,MedHistHematologic,Medical history hematologic category,Unique Data Element,Medical history hematologic category,Medical history hematologic category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"AIDS|Anemia|Coagulopathy|HIV positive|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Sickle cell disease","053-AIDS|051-Anemia|055-Coagulopathy|052-HIV positive|No medical history as reported by participant/subject|Not medically diagnosed|059-Other, specify|054-Sickle cell disease",,,,Medical history hematologic category,8/5/2014,5/18/2020,0.8656599
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,0b64aa8d-5150-4932-b90d-49eb0054a1c4,MedHistHematologicOTH,Medical history hematologic category other text,Unique Data Element,Medical history hematologic category other text,Medical history hematologic category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.71640337
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,c34ce9ef-9d75-439f-98e2-952e9b317280,HematologicHistDiagnosInd,Hematologic history diagnosis indicator,Unique Data Element,Indicator of whether the participant/subject has a hematologic medical history.,Indicator of whether the participant/subject has a hematologic medical history.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,14  Hematologic,6/22/2015,7/2/2015,0.6997685
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,a6eeea96-1a1d-4824-837e-c821557c3007,HematologicHistDiagnosTxt,Hematologic history diagnosis text,Unique Data Element,Text description of participant/subject's hematologic medical history.,Text description of participant/subject's hematologic medical history.,Alphanumeric,Free-Form Entry,,,,,,,,,,If yes specify/describe,6/22/2015,7/2/2015,0.6789532
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,da3908c0-4d4e-4610-88d3-6203ee7c5e7f,HematologicHistCollInd,Hematologic history collected indicator,Unique Data Element,Subject's hematologic history collected indicator,Subject's hematologic history collected indicator,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,Subject's hematologic history collected indicator,5/19/2015,8/13/2015,0.610034
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,a42bd331-f931-4e47-b362-86d9f81064f0,MedclHistTakenDateTime,Medical history taken date and time,Common Data Element,"Date (and time, if applicable and known) the participant/subject's medical history was taken","Date (and time, if applicable and known) the participant/subject's medical history was taken",Date or Date & Time,Free-Form Entry,,,C0262926|C1264639,Medical History|Date Time,,,,,,Date the medical history taken,,7/12/2023,0.50419974
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,44554dec-2636-44f2-980a-4cf5e9105aa1,MedclHistCondDiagnsInd,Medical history condition diagnosis indicator,Common Data Element,Indicator of whether the participant/subject has been diagnosed with the medical condition/disease,Indicator of whether the participant/subject has been diagnosed with the medical condition/disease,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Participant/subject diagnosed?,4/1/2014,3/1/2016,0.49749315
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,a4554453-df7a-46ea-981c-97243d0d2344,OtherHematologicTyp,Other hematologic history type,Unique Data Element,Subject's other hematologic history type,Subject's other hematologic history type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Active|Inactive|No|Unknown,Active|Inactive|No|Unknown,,,,Subject's other hematologic history type,5/19/2015,8/13/2015,0.4368972
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,1452aef9-18fe-4634-b5c3-3d856369eca6,MedclHistBodySysInd,Medical history for body system indicator,Common Data Element,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Alphanumeric,Single Pre-Defined Value Selected,,,C1268086|C0262926,Body structure|Medical History,No|Unknown|Yes,No|Unknown|Yes,,,,Specify if the family member of the participant/subject has or had a history of any medical problems?,4/1/2014,7/6/2023,0.28144628
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,title,PstMdHxHemDsse,Past medical history - hematologic disease,2dc9b808-6522-46de-b103-18845e4b9915,DiseaseHx,Disease history,Unique Data Element,Do you have or have you ever been told you have a history of any of the following?,Do you have or have you ever been told you have a history of any of the following?,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,,,,,,1/16/2015,0.1964538
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,f0d48c03-38ef-4863-b30c-f20b974d3121,MedHistHematologic,Medical history hematologic category,Unique Data Element,Medical history hematologic category,Medical history hematologic category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"AIDS|Anemia|Coagulopathy|HIV positive|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Sickle cell disease","053-AIDS|051-Anemia|055-Coagulopathy|052-HIV positive|No medical history as reported by participant/subject|Not medically diagnosed|059-Other, specify|054-Sickle cell disease",,,,Medical history hematologic category,8/5/2014,5/18/2020,0.6752261
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,f51d3e78-57af-4dee-b517-7b4e785d232a,MedHxSpinalDisease,Spinal Spinal Disease,Unique Data Element,History of History of Disease,History of History of Disease,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of History of Disease,2/4/2021,8/2/2021,0.6178331
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,6c06e853-e8f7-40a3-a891-f9ce1dd4085e,MedHistHematologicOTH,Medical history hematologic category other text,Unique Data Element,Medical history hematologic category other text,Medical history hematologic category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.6152011
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,cdc444e8-225b-4a3b-b659-4806d31f3e24,HematologicHistDiagnosTxt,Hematologic history diagnosis text,Unique Data Element,Text description of participant/subject's hematologic medical history.,Text description of participant/subject's hematologic medical history.,Alphanumeric,Free-Form Entry,,,,,,,,,,If yes specify/describe,6/22/2015,7/2/2015,0.5397395
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,687df6d7-bf3c-471f-a39b-c3a4f1bf3b1e,HematologicHistDiagnosInd,Hematologic history diagnosis indicator,Unique Data Element,Indicator of whether the participant/subject has a hematologic medical history.,Indicator of whether the participant/subject has a hematologic medical history.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,14  Hematologic,6/22/2015,7/2/2015,0.4861223
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,fc4c5bd2-d809-43cc-951e-0e45a0798458,HematologicHistCollInd,Hematologic history collected indicator,Unique Data Element,Subject's hematologic history collected indicator,Subject's hematologic history collected indicator,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,Subject's hematologic history collected indicator,5/19/2015,8/13/2015,0.4758086
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,e8f9fb5a-0433-4a1b-9fc5-36c46e9fdf89,OtherHematologicTyp,Other hematologic history type,Unique Data Element,Subject's other hematologic history type,Subject's other hematologic history type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Active|Inactive|No|Unknown,Active|Inactive|No|Unknown,,,,Subject's other hematologic history type,5/19/2015,8/13/2015,0.37771517
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,ed22e6f2-fec8-409c-8e9e-fe85a4b357bd,MedclHistBodySysInd,Medical history for body system indicator,Common Data Element,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Alphanumeric,Single Pre-Defined Value Selected,,,C1268086|C0262926,Body structure|Medical History,No|Unknown|Yes,No|Unknown|Yes,,,,Specify if the family member of the participant/subject has or had a history of any medical problems?,4/1/2014,7/6/2023,0.32538363
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,94973f9e-5b31-45a9-a5f0-48c53760ff9e,MedclHistGlobalAssmtInd,Medical history global assessment indicator,Common Data Element,Indicator of whether the participant/subject has a history of any medical problems/conditions,Indicator of whether the participant/subject has a history of any medical problems/conditions,Alphanumeric,Single Pre-Defined Value Selected,,,C0582103|C0262926,Medical Examination|Medical History,No|Unknown|Yes,No|Unknown|Yes,,,,Specify if participant/subject have a history of any medical problems/conditions in the following body systems (MedclHistGlobalAssmtInd)?,4/1/2014,7/12/2023,0.2888433
PstMdHxHemDsse,Past medical history - hematologic disease,Past medical history of the subject includes hematolgic disease,{1},"{""coumadin therapy""}",,definition,PstMdHxHemDsse,Past medical history of the subject includes hematolgic disease,3ed91aa2-6620-4ba5-8596-1e2f83e117a3,MedHxHematologicAnemia,Hematologic Anemia,Unique Data Element,History of Anemia,History of Anemia,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Anemia,2/4/2021,8/2/2021,0.12699738
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,43cc5aa9-122a-447b-bd48-5b31bcba285e,MedHistEndocrine,Medical history endocrine category,Unique Data Element,Medical history endocrine category,Medical history endocrine category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"IDDM (Type I)|NIDDM (Type II)|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Thyroid disorder","022-IDDM (Type I)|023-NIDDM (Type II)|No medical history as reported by participant/subject|Not medically diagnosed|029-Other, specify|021-Thyroid disorder",,,,Medical history endocrine category,8/5/2014,5/18/2020,0.9034634
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,ac6306b0-6fd1-4ccf-80be-d794dd1717fc,MedHistEndocrineOTH,Medical history endocrine category other text,Unique Data Element,Medical history endocrine category other text,Medical history endocrine category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.77984965
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,c4f38958-71ab-4cbb-b958-18e146a12224,MedHxEndocrineThyroid,Endocrine Thyroid Disorder,Unique Data Element,History of Thyroid Disorder,History of Thyroid Disorder,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Thyroid Disorder,2/4/2021,8/2/2021,0.5612707
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,80e32f61-bfc3-4be3-9507-25a475f55397,MedHistOncologic,Medical history oncologic category,Unique Data Element,Medical history oncologic category,Medical history oncologic category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Breast Cancer|Cancer (other)|GI Cancer|Kidney Cancer|Leukemia|Lung Cancer|Lymphoma|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Prostate Cancer","093-Breast Cancer|098- Cancer (other)|096- GI Cancer|097-Kidney Cancer|091-Leukemia|095-Lung Cancer|092-Lymphoma|No medical history as reported by participant/subject|Not medically diagnosed|099-Other, specify|094-Prostate Cancer",,,,Medical history oncologic category,8/5/2014,5/18/2020,0.5606294
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,a42bd331-f931-4e47-b362-86d9f81064f0,MedclHistTakenDateTime,Medical history taken date and time,Common Data Element,"Date (and time, if applicable and known) the participant/subject's medical history was taken","Date (and time, if applicable and known) the participant/subject's medical history was taken",Date or Date & Time,Free-Form Entry,,,C0262926|C1264639,Medical History|Date Time,,,,,,Date the medical history taken,,7/12/2023,0.46435055
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,b740affb-8eaf-40d4-8ea0-0331c0ec2607,OthrMedHistDiagnosInd,Other medical history diagnosis indicator,Unique Data Element,Indicator of whether the participant/subject has other medical history.,Indicator of whether the participant/subject has other medical history.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,17.  Other 1,6/22/2015,7/2/2015,0.30002132
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,1452aef9-18fe-4634-b5c3-3d856369eca6,MedclHistBodySysInd,Medical history for body system indicator,Common Data Element,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Alphanumeric,Single Pre-Defined Value Selected,,,C1268086|C0262926,Body structure|Medical History,No|Unknown|Yes,No|Unknown|Yes,,,,Specify if the family member of the participant/subject has or had a history of any medical problems?,4/1/2014,7/6/2023,0.27884674
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,2dc9b808-6522-46de-b103-18845e4b9915,DiseaseHx,Disease history,Unique Data Element,Do you have or have you ever been told you have a history of any of the following?,Do you have or have you ever been told you have a history of any of the following?,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,Diabetes|Heart disease|High blood pressure|None of the above|Stroke,,,,,,1/16/2015,0.19313231
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,a9b8d4af-b1db-4341-b468-0a44aa85a240,MedHistEyeEarNoseThroatOTH,"Medical history eye, ear, nose, and throat category other text",Unique Data Element,"Medical history eye, ear, nose, and throat category other text","Medical history eye, ear, nose, and throat category other text",Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.177417
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,title,PstMdHxEndcneDsse,Past medical history - Endocrine disease,bfad3470-fff8-4143-9beb-c1f92053329a,MedHistPsychiatric,Medical history psychiatric category,Unique Data Element,Medical history psychiatric category,Medical history psychiatric category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Anxiety|Depression|No medical history as reported by participant/subject|Not medically diagnosed|Other psychiatric disorder|Other, specify|Schizophrenia|Sleep Disorder","111-Anxiety|112-Depression|No medical history as reported by participant/subject|Not medically diagnosed|115-Other psychiatric disorder|119-Other, specify|114-Schizophrenia|113-Sleep Disorder",,,,Medical history psychiatric category,8/5/2014,5/18/2020,0.1664415
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,5c8762ba-262a-4b0c-82e7-354a2c526baa,MedHistEndocrine,Medical history endocrine category,Unique Data Element,Medical history endocrine category,Medical history endocrine category,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"IDDM (Type I)|NIDDM (Type II)|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Thyroid disorder","022-IDDM (Type I)|023-NIDDM (Type II)|No medical history as reported by participant/subject|Not medically diagnosed|029-Other, specify|021-Thyroid disorder",,,,Medical history endocrine category,8/5/2014,5/18/2020,0.8799836
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,b889ca05-6b5b-4469-b033-0ce2744779c4,MedHistEndocrineOTH,Medical history endocrine category other text,Unique Data Element,Medical history endocrine category other text,Medical history endocrine category other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.78896695
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,59f3055f-b30b-4952-bada-562001d4f5ec,MetabolicHistDiagnosTxt,Metabolic history diagnosis text,Unique Data Element,Text description of participant/subject's metabolic medical history.,Text description of participant/subject's metabolic medical history.,Alphanumeric,Free-Form Entry,,,,,,,,,,If yes specify/describe,6/22/2015,7/2/2015,0.48885307
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,4f111d72-4567-4758-a9f6-daa19fe76745,MetabolicHistDiagnosInd,Metabolic history diagnosis indicator,Unique Data Element,Indicator of whether the participant/subject has a metabolic medical history.,Indicator of whether the participant/subject has a metabolic medical history.,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,13.  Metabolic,6/22/2015,7/2/2015,0.4670209
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,ba33f254-4706-4cc2-a9eb-7039fdd6db16,InfectDiseaseHistDiagnosTxt,Infectious disease history diagnosis text,Unique Data Element,Text description of participant/subject's infectious disease medical history.,Text description of participant/subject's infectious disease medical history.,Alphanumeric,Free-Form Entry,,,,,,,,,,If yes specify/describe,6/22/2015,7/2/2015,0.39127955
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,ed22e6f2-fec8-409c-8e9e-fe85a4b357bd,MedclHistBodySysInd,Medical history for body system indicator,Common Data Element,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Indicator of whether the participant/subject has a history of medical problems/conditions for the specific body system.,Alphanumeric,Single Pre-Defined Value Selected,,,C1268086|C0262926,Body structure|Medical History,No|Unknown|Yes,No|Unknown|Yes,,,,Specify if the family member of the participant/subject has or had a history of any medical problems?,4/1/2014,7/6/2023,0.32201546
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,a2300205-373b-4ea7-a2e0-e1e8f0c05258,MedHistEyeEarNoseThroat,"Medical history eye, ear, nose, and throat category",Unique Data Element,"Medical history eye, ear, nose, and throat category","Medical history eye, ear, nose, and throat category",Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Hearing deficit|No medical history as reported by participant/subject|Not medically diagnosed|Other, specify|Sinusitis|Vision abnormality","033-Hearing deficit|No medical history as reported by participant/subject|Not medically diagnosed|039-Other, specify|031-Sinusitis|032-Vision abnormality",,,,"Medical history eye, ear, nose, and throat category",8/5/2014,5/18/2020,0.24148048
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,4437b546-5286-4d84-b6a2-62fcccafc086,MedHxEndocrineThyroid,Endocrine Thyroid Disorder,Unique Data Element,History of Thyroid Disorder,History of Thyroid Disorder,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,0: No|88: Unknown|1: Yes,,,,History of Thyroid Disorder,2/4/2021,8/2/2021,0.2335538
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,d8d65373-2663-44bb-9248-600b2f6d0320,MedHistEyeEarNoseThroatOTH,"Medical history eye, ear, nose, and throat category other text",Unique Data Element,"Medical history eye, ear, nose, and throat category other text","Medical history eye, ear, nose, and throat category other text",Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",8/5/2014,5/18/2020,0.21882556
PstMdHxEndcneDsse,Past medical history - Endocrine disease,Past medical history of the subject includes endocrine disease,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}",,definition,PstMdHxEndcneDsse,Past medical history of the subject includes endocrine disease,b1da1ce4-30b7-41a3-99ed-109fb0f23f55,PituitaryTyp,Pituitary disease type,Unique Data Element,Subject's pituitary disease type,Subject's pituitary disease type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Active|Inactive|No|Unknown,Active|Inactive|No|Unknown,,,,Subject's pituitary disease type,5/19/2015,8/13/2015,0.13036758
PstMdHxCrdcDsse,Past medical history - Cardiac disease,Past medical history of the subject includes cardiac disease,"{4,1,2,3}","{""coronary artery disease"",""cardiac dysrhythmia"",""acute myocardial infarction (<12mo)"",""congestive heart failure""}",,title,PstMdHxCrdcDsse,Past medical history - Cardiac disease,0ef897b0-8281-4e09-b22a-d5439bf0b715,CardioHistCondInd,Cardiovascular history condition indicator,Common Data Element,Indicator as to whether the participant/subject has or had a cardiac condition or complication,Indicator as to whether the participant/subject has or had a cardiac condition or complication,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Cardiac condition,4/1/2014,7/2/2015,0.7782925
